chr	strand	start	end	name	commonName
16	+	906883	909683	YPR185W	ATG13
16	+	911219	912027	YPR187W	RPO26
16	+	912555	916939	YPR189W	SKI3
16	+	919307	920651	YPR191W	QCR2
16	+	921755	922827	YPR192W	AQY1
16	+	933987	935867	YPR198W	SGE1
16	+	939683	942347	YPR201W	ARR3
1	-	7277	9261	YAL067C	SEO1
1	-	42741	45069	YAL054C	ACS1
1	-	51739	52659	YAL049C	YAL049C
1	-	52659	54843	YAL048C	GEM1
1	-	54955	56923	YAL047C	SPC72
1	-	56923	57419	YAL046C	YAL046C
1	-	57875	58483	YAL044C	GCV3
1	-	58611	61091	YAL043C	PTA1
1	-	65467	67851	YAL040C	CLN3
1	-	68651	69611	YAL039C	CYC3
1	-	74875	76211	YAL036C	RBG1
1	-	80603	82587	YAL034C	FUN19
1	-	83251	84507	YAL032C	PRP45
1	-	84739	87075	YAL031C	GIP4
1	-	87699	92515	YAL029C	MYO4
1	-	95499	99787	YAL026C-A, YAL026C	YAL026C-A, DRS2
1	-	100059	101171	YAL025C	MAK16
1	-	101483	105987	YAL024C	LTE1
1	-	106163	108667	YAL023C	PMT2
1	-	108859	110467	YAL022C	FUN26
1	-	110619	113435	YAL021C	CCR4
1	-	113563	114683	YAL020C	ATS1
1	-	126747	128075	YAL015C	NTG1
1	-	128171	129075	YAL014C	SYN8
1	-	134091	135707	YAL010C	MDM10
1	-	137571	138451	YAL007C	ERP2
1	-	139371	141683	YAL005C	SSA1
1	-	147523	151211	YAL001C	TFC3
1	-	153899	154763	YAR002C-A	ERP1
1	-	156747	158699	YAR007C	RFA1
1	-	166611	169027	YAR014C	BUD14
1	-	170227	171723	YAR018C	KIN3
1	-	172163	175179	YAR019C	CDC15
2	-	9821	10565	YBL107C	YBL107C
2	-	10869	13917	YBL106C	SRO77
2	-	14149	17965	YBL105C	PKC1
2	-	18085	21309	YBL104C	YBL104C
2	-	21853	23797	YBL103C	RTG3
2	-	24949	28605	YBL101C	ECM21
2	-	44117	45013	YBL093C	ROX3
2	-	46525	47173	YBL091C-A	SCS22
2	-	47213	48669	YBL091C	MAP2
2	-	50909	59645	YBL088C	TEL1
2	-	59725	60845	YBL087C	RPL23A
2	-	61213	62765	YBL086C	YBL086C
2	-	67037	69565	YBL084C	CDC27
2	-	69661	71181	YBL083C, YBL082C	YBL083C, ALG3
2	-	73045	74741	YBL080C	PET112
2	-	79901	80765	YBL078C	ATG8
2	-	80941	84301	YBL076C	ILS1
2	-	84429	87829	YBL075C, YBL074C	SSA3, AAR2
2	-	93605	96166	YBL067C	UBP13
2	-	96446	100171	YBL066C	SEF1
2	-	100323	101219	YBL064C	PRX1
2	-	105227	107515	YBL061C	SKT5
2	-	109963	110571	YBL059C-A	YBL059C-A
2	-	112739	113451	YBL057C	PTH2
2	-	115491	117219	YBL055C	YBL055C
2	-	119371	122139	YBL052C	SAS3
2	-	122347	124843	YBL051C	PIN4
2	-	127635	132219	YBL047C	EDE1
2	-	133859	135811	YBL045C	COR1
2	-	138163	140339	YBL042C	FUI1
2	-	142011	142923	YBL040C	ERD2
2	-	143859	145811	YBL039C, YBL039C-A	URA7, YBL039C-A
2	-	150331	151235	YBL036C	YBL036C
2	-	151235	153683	YBL035C	POL12
2	-	153739	158451	YBL034C	STU1
2	-	158571	159715	YBL033C	RIB1
2	-	162771	164147	YBL030C	PET9
2	-	164491	164883	YBL029C-A	YBL029C-A
2	-	167363	167891	YBL028C	YBL028C
2	-	174939	177611	YBL023C	MCM2
2	-	177795	181411	YBL022C	PIM1
2	-	181507	182147	YBL021C	HAP3
2	-	185907	186531	YBL018C	POP8
2	-	186779	191795	YBL017C	PEP1
2	-	198931	201787	YBL014C	RRN6
2	-	205860	206972	YBL010C	YBL010C
2	-	212476	216476	YBL007C	SLA1
2	-	216476	217164	YBL006C	LDB7
2	-	235092	235852	YBL003C	HTA2
2	-	236908	237652	YBL001C	ECM15
2	-	238796	241412	YBR001C	NTH2
2	-	241500	242604	YBR002C	RER2
2	-	244292	245708	YBR004C	GPI18
2	-	248604	251100	YBR007C	DSF2
2	-	252420	255196	YBR008C	FLR1
2	-	255260	255740	YBR009C	HHF1
2	-	256900	258028	YBR011C	IPP1
2	-	266443	267428	YBR014C	GRX6
2	-	267588	269668	YBR015C	MNN2
2	-	270684	273836	YBR017C	KAP104
2	-	274180	278428	YBR018C, YBR019C	GAL7, GAL10
2	-	284244	288060	YBR023C	CHS3
2	-	290388	292076	YBR025C	OLA1
2	-	296308	297860	YBR029C	CDS1
2	-	304756	306020	YBR034C	HMT1
2	-	306140	306988	YBR035C	PDX3
2	-	308860	310372	YBR036C	CSG2
2	-	310444	311500	YBR037C	SCO1
2	-	320476	321668	YBR042C	CST26
2	-	321780	324116	YBR043C	QDR3
2	-	324284	326148	YBR044C	TCM62
2	-	328148	330228	YBR045C	GIP1
2	-	330228	331556	YBR046C	ZTA1
2	-	334204	336948	YBR049C	REB1
2	-	337196	338324	YBR050C	REG2
2	-	338668	339420	YBR052C	RFS1
2	-	339636	340772	YBR053C	YBR053C
2	-	344500	347324	YBR055C	PRP6
2	-	352052	353380	YBR057C	MUM2
2	-	353572	356060	YBR058C	UBP14
2	-	356140	356628	YBR058C-A	TSC3
2	-	356764	360332	YBR059C	AKL1
2	-	360564	362620	YBR060C	ORC2
2	-	364604	365740	YBR061C	TRM7
2	-	365852	366603	YBR062C	YBR062C
2	-	369963	370763	YBR066C	NRG2
2	-	371955	372803	YBR067C	TIP1
2	-	373659	375747	YBR068C	BAP2
2	-	375851	378547	YBR069C	TAT1
2	-	379179	379979	YBR070C	ALG14
2	-	395227	398299	YBR079C	RPG1
2	-	398467	400923	YBR080C	SEC18
2	-	401123	405387	YBR081C	SPT7
2	-	406451	407275	YBR082C	UBC4
2	-	414083	415299	YBR084C-A	RPL19A
2	-	418531	419267	YBR085C-A	YBR085C-A
2	-	420075	423339	YBR086C	IST2
2	-	424891	425811	YBR088C	POL30
2	-	425940	426907	YBR089C-A, YBR090C	NHP6B, YBR090C
2	-	427555	429131	YBR092C	PHO3
2	-	429459	430987	YBR093C	PHO5
2	-	434283	435723	YBR095C	RXT2
2	-	443739	444755	YBR101C	FES1
2	-	444787	447395	YBR102C	EXO84
2	-	450731	452115	YBR105C	VID24
2	-	453363	454683	YBR107C	IML3
2	-	457716	458420	YBR109C	CMD1
2	-	461116	461844	YBR111C	YSA1
2	-	462636	465964	YBR112C	CYC8
2	-	469644	474028	YBR115C	LYS2
2	-	474436	476428	YBR116C, YBR117C	YBR116C, TKL2
2	-	480356	481004	YBR120C	CBP6
2	-	481212	483524	YBR121C, YBR121C-A	GRS1, YBR121C-A
2	-	483756	484540	YBR122C	MRPL36
2	-	484668	486756	YBR123C	TFC1
2	-	486852	488556	YBR125C	PTC4
2	-	488780	490484	YBR126C	TPS1
2	-	491116	492884	YBR127C	VMA2
2	-	493004	494196	YBR128C	ATG14
2	-	494276	495372	YBR129C	OPY1
2	-	495524	496932	YBR130C	SHE3
2	-	499292	501556	YBR132C	AGP2
2	-	501660	504428	YBR133C	HSL7
2	-	513652	515412	YBR138C	YBR138C
2	-	517228	526892	YBR140C	IRA1
2	-	526892	528052	YBR141C	YBR141C
2	-	530604	532260	YBR143C	SUP45
2	-	541132	544516	YBR150C	TBS1
2	-	548276	549124	YBR154C	RPB5
2	-	550940	553244	YBR156C	SLI15
2	-	553436	555596	YBR157C	ICS2
2	-	562884	564836	YBR162C	TOS1
2	-	567484	568548	YBR164C	ARL1
2	-	569668	571244	YBR166C	TYR1
2	-	571380	572204	YBR167C	POP7
2	-	573668	576060	YBR169C	SSE2
2	-	576180	578132	YBR170C	NPL4
2	-	579012	581484	YBR172C	SMY2
2	-	581596	582204	YBR173C	UMP1
2	-	584612	586220	YBR177C	EHT1
2	-	586444	589204	YBR179C	FZO1
2	-	591588	592828	YBR181C	RPS6B
2	-	593124	595020	YBR182C	SMP1
2	-	599020	599996	YBR185C	MBA1
2	-	603396	604180	YBR188C	NTC20
2	-	608652	609804	YBR193C	MED8
2	-	610492	611916	YBR195C	MSI1
2	-	612068	613964	YBR196C	PGI1
2	-	614764	615876	YBR197C	YBR197C
2	-	616012	618596	YBR198C	TAF5
2	-	624204	625044	YBR201C-A	YBR201C-A
2	-	631972	633420	YBR204C	YBR204C
2	-	636580	642668	YBR208C	DUR1%2C2
2	-	646020	647236	YBR211C	AME1
2	-	655308	657636	YBR216C	YBP1
2	-	658556	662372	YBR218C	PYC2
2	-	662620	664756	YBR219C, YBR220C	YBR219C, YBR220C
2	-	664916	666476	YBR221C	PDB1
2	-	666612	668388	YBR222C	PCS60
2	-	668508	670332	YBR223C	TDP1
2	-	676228	679244	YBR229C	ROT2
2	-	679380	680092	YBR230C	OM14
2	-	682044	683156	YBR231C	SWC5
2	-	685340	686636	YBR234C	ARC40
2	-	690228	691732	YBR236C	ABD1
2	-	694588	697388	YBR238C	YBR238C
2	-	698300	700156	YBR239C	YBR239C
2	-	700396	702404	YBR240C	THI2
2	-	702500	704140	YBR241C	YBR241C
2	-	705268	706836	YBR243C	ALG7
2	-	708108	711388	YBR245C	ISW1
2	-	712892	714492	YBR247C	ENP1
2	-	714764	716556	YBR248C	HIS7
2	-	716772	718124	YBR249C	ARO4
2	-	723620	724284	YBR254C	TRS20
2	-	726516	727108	YBR255C-A	YBR255C-A
2	-	727300	728148	YBR256C	RIB5
2	-	729340	730196	YBR258C	SHG1
2	-	732524	734652	YBR260C	RGD1
2	-	734700	735564	YBR261C	YBR261C
2	-	735660	736076	YBR262C	FMP51
2	-	737788	738388	YBR264C	YPT10
2	-	741996	742596	YBR269C	FMP21
2	-	742724	744716	YBR270C	BIT2
2	-	746140	747820	YBR272C	HSM3
2	-	748020	749396	YBR273C	UBX7
2	-	751260	757236	YBR275C	RIF1
2	-	757548	760156	YBR276C	PPS1
2	-	762636	764716	YBR280C	SAF1
2	-	764820	767660	YBR281C	DUG2
2	-	768788	770604	YBR283C	SSH1
2	-	777900	779524	YBR288C	APM3
2	-	783612	784628	YBR291C	CTP1
2	-	796564	798580	YBR296C	PHO89
2	-	802404	804900	YBR298C	MAL31
3	-	15237	16949	YCL064C	CHA1
3	-	18605	22173	YCL061C	MRC1
3	-	22325	23429	YCL059C	KRR1
3	-	26981	27389	YCL056C	YCL056C
3	-	34005	35453	YCL052C	PBN1
3	-	37837	38869	YCL050C	APA1
3	-	39597	40805	YCL049C	YCL049C
3	-	43509	44453	YCL047C	YCL047C
3	-	44581	46941	YCL045C	YCL045C
3	-	46941	48421	YCL044C	MGR1
3	-	48549	50277	YCL043C, YCL041C	PDI1, YCL041C
3	-	54861	56613	YCL038C	ATG22
3	-	56869	58749	YCL037C	SRO9
3	-	60717	61237	YCL035C	GRX1
3	-	62709	63285	YCL033C	YCL033C
3	-	64581	65621	YCL031C	RRP7
3	-	65773	68389	YCL030C	HIS4
3	-	68493	69981	YCL029C	BIK1
3	-	73365	74021	YCL026C-B	HBN1
3	-	75925	77982	YCL025C	AGP1
3	-	92438	94382	YCL017C	NFS1
3	-	94478	95798	YCL016C	DCC1
3	-	101342	101782	YCL012C	YCL012C
3	-	102014	103406	YCL011C	GBP2
3	-	103406	104406	YCL010C	SGF29
3	-	104502	105582	YCL009C	ILV6
3	-	105582	106878	YCL008C	STP22
3	-	110550	111726	YCL002C	YCL002C
3	-	117358	118406	YCR002C	CDC10
3	-	119430	120526	YCR004C	YCP4
3	-	120846	122398	YCR005C	CIT2
3	-	125750	127534	YCR007C	YCR007C
3	-	130542	131614	YCR009C	RVS161
3	-	132094	133238	YCR010C	ADY2
3	-	133670	137022	YCR011C	ADP1
3	-	139174	141094	YCR014C	POL4
3	-	141094	142206	YCR015C	YCR015C
3	-	144574	147678	YCR017C	CWH43
3	-	153918	155118	YCR020C, YCR020C-A	PET18, MAK31
3	-	156030	157214	YCR021C	HSP30
3	-	158302	160454	YCR023C	YCR023C
3	-	160646	162254	YCR024C	SLM5
3	-	166734	168182	YCR027C	RHB1
3	-	170150	172542	YCR028C	FEN2
3	-	172742	173518	YCR028C-A	RIM1
3	-	173654	176510	YCR030C	SYP1
3	-	177390	178254	YCR031C	RPS14A
3	-	191638	193046	YCR035C	RRP43
3	-	194310	197222	YCR037C	PHO87
3	-	201153	205414	YCR042C	TAF2
3	-	206158	206694	YCR043C	YCR043C
3	-	206854	207974	YCR044C	PER1
3	-	209774	210446	YCR046C	IMG1
3	-	210542	211646	YCR047C	BUD23
3	-	218246	220166	YCR054C	CTR86
3	-	220350	223318	YCR057C	PWP2
3	-	223318	224262	YCR059C	YIH1
3	-	232998	236430	YCR067C	SED4
3	-	240006	240582	YCR071C	IMG2
3	-	240686	242382	YCR072C	RSA4
3	-	242494	246678	YCR073C	SSK22
3	-	248030	248846	YCR075C	ERS1
3	-	249198	250054	YCR076C	YCR076C
3	-	250110	252670	YCR077C	PAT1
3	-	259982	262702	YCR084C	TUP1
3	-	263974	264502	YCR087C-A	LUG1
3	-	272254	272902	YCR090C	YCR090C
3	-	276614	279846	YCR092C	MSH3
3	-	288086	289302	YCR095C	OCA4
3	-	296822	298798	YCR098C	GIT1
3	-	300614	302990	YCR099C, YCR100C, YCR101C	YCR099C, YCR100C, YCR101C
4	-	26277	28957	YDL239C	ADY3
4	-	28957	30485	YDL238C	GUD1
4	-	33301	34037	YDL235C	YPD1
4	-	34141	36597	YDL234C	GYP7
4	-	38797	42365	YDL231C	BRE4
4	-	50925	52197	YDL226C	GCS1
4	-	54181	56725	YDL224C	WHI4
4	-	57149	60469	YDL223C	HBT1
4	-	60541	61893	YDL222C	FMP45
4	-	61957	65045	YDL220C	CDC13
4	-	67573	68773	YDL217C	TIM22
4	-	68965	70333	YDL216C	RRI1
4	-	70573	74109	YDL215C	GDH2
4	-	74437	76613	YDL214C	PRR2
4	-	77229	78245	YDL213C	NOP6
4	-	79205	80485	YDL211C	YDL211C
4	-	86037	87261	YDL209C	CWC2
4	-	92533	93997	YDL205C	HEM3
4	-	96045	98157	YDL203C	ACK1
4	-	100413	101109	YDL200C	MGT1
4	-	101109	103437	YDL199C	YDL199C
4	-	103565	104661	YDL198C	GGC1
4	-	104773	106869	YDL197C	ASF2
4	-	118637	121797	YDL190C	UFD2
4	-	123829	125181	YDL188C	PPH22
4	-	130205	130549	YDL184C	RPL41A
4	-	130765	131901	YDL183C	YDL183C
4	-	141093	141797	YDL177C	YDL177C
4	-	144277	145549	YDL175C	AIR2
4	-	145749	147629	YDL174C	DLD1
4	-	149101	155933	YDL171C	GLT1
4	-	158109	158749	YDL169C	UGX2
4	-	160805	163213	YDL167C	NRP1
4	-	163333	164109	YDL166C	FAP7
4	-	164805	167301	YDL164C	CDC9
4	-	169133	169637	YDL160C-A	YDL160C-A
4	-	169805	172213	YDL160C	DHH1
4	-	181101	183061	YDL153C	SAS10
4	-	187853	190637	YDL148C	NOP14
4	-	194397	198461	YDL145C	COP1
4	-	198565	199781	YDL144C	YDL144C
4	-	201605	202661	YDL142C	CRD1
4	-	205237	211165	YDL140C	RPO21
4	-	211277	212093	YDL139C	SCM3
4	-	218381	219365	YDL135C	RDI1
4	-	219573	221301	YDL134C	PPH21
4	-	221517	221901	YDL133C-A	RPL41B
4	-	236037	238741	YDL126C	CDC48
4	-	238909	239813	YDL125C	HNT1
4	-	244973	245621	YDL121C	YDL121C
4	-	246565	247781	YDL119C	YDL119C
4	-	253925	255173	YDL115C	IWR1
4	-	256533	258629	YDL113C	ATG20
4	-	263245	264181	YDL111C	RRP42
4	-	264341	265029	YDL110C	TMA17
4	-	265029	267509	YDL109C	YDL109C
4	-	270237	271973	YDL106C	PHO2
4	-	273621	274885	YDL104C	QRI7
4	-	274973	276653	YDL103C	QRI1
4	-	280181	281981	YDL101C	DUN1
4	-	281981	283221	YDL100C	GET3
4	-	284469	285181	YDL098C	SNU23
4	-	285317	286749	YDL097C	RPN6
4	-	293317	294917	YDL091C	UBX3
4	-	294917	296357	YDL090C	RAM1
4	-	298269	300109	YDL088C	ASM4
4	-	300141	301021	YDL087C	LUC7
4	-	302317	302733	YDL085C-A	YDL085C-A
4	-	306669	307829	YDL083C	RPS16B
4	-	309717	310213	YDL081C	RPP1A
4	-	310501	312661	YDL080C	THI3
4	-	312773	314829	YDL079C	MRK1
4	-	315205	316453	YDL078C	MDH3
4	-	316869	320309	YDL077C	VAM6
4	-	320461	321693	YDL076C	RXT3
4	-	323957	326237	YDL074C	BRE1
4	-	329618	330517	YDL072C	YET3
4	-	333061	333973	YDL069C	CBS1
4	-	333973	334613	YDL067C	COX9
4	-	336197	337317	YDL065C	PEX19
4	-	338069	340245	YDL063C	YDL063C
4	-	340405	341277	YDL061C	RPS29B
4	-	343981	345077	YDL059C	RAD59
4	-	355469	356909	YDL055C	PSA1
4	-	359773	361381	YDL054C	MCH1
4	-	361517	362445	YDL053C	PBP4
4	-	362605	363629	YDL052C	SLC1
4	-	364869	365973	YDL049C	KNH1
4	-	366637	368261	YDL048C	STP4
4	-	372605	373733	YDL045C	FAD1
4	-	373885	375317	YDL044C	MTF2
4	-	375429	376525	YDL043C	PRP11
4	-	376637	378509	YDL042C	SIR2
4	-	378861	381477	YDL040C	NAT1
4	-	387349	388901	YDL036C	PUS9
4	-	389045	392341	YDL035C	GPR1
4	-	392493	393957	YDL033C	SLM3
4	-	400845	403421	YDL028C	MPS1
4	-	403493	404997	YDL027C	YDL027C
4	-	405125	407405	YDL025C	YDL025C
4	-	408205	409837	YDL024C, YDL022C-A	DIA3, YDL022C-A
4	-	414973	416957	YDL020C	RPN4
4	-	417509	421757	YDL019C	OSH2
4	-	422645	423581	YDL018C	ERP3
4	-	430933	432061	YDL012C	YDL012C
4	-	440813	442357	YDL005C	MED2
4	-	446709	447685	YDL002C	NHP10
4	-	450149	452725	YDR001C	NTH1
4	-	456677	458237	YDR005C	MAF1
4	-	458525	461389	YDR006C	SOK1
4	-	478358	478790	YDR016C	DAD1
4	-	478966	482382	YDR017C	KCS1
4	-	482494	483870	YDR018C	YDR018C
4	-	488046	488758	YDR022C	CIS1
4	-	492470	494414	YDR026C	YDR026C
4	-	494654	497438	YDR027C	VPS54
4	-	497550	501390	YDR028C	REG1
4	-	501662	503302	YDR030C	RAD28
4	-	503943	504823	YDR032C	PST2
4	-	509671	512255	YDR034C	LYS14
4	-	523135	524783	YDR036C	EHD3
4	-	542631	543567	YDR043C	NRG1
4	-	547799	548455	YDR045C	RPC11
4	-	548687	550687	YDR046C	BAP3
4	-	555647	556511	YDR050C	TPI1
4	-	557047	558103	YDR051C	YDR051C
4	-	558351	560775	YDR052C	DBF4
4	-	561087	562511	YDR054C	CDC34
4	-	565039	565719	YDR056C	YDR056C
4	-	567599	568735	YDR058C	TGL2
4	-	569151	569831	YDR059C	UBC5
4	-	581799	582663	YDR066C	YDR066C
4	-	582663	583527	YDR067C	OCA6
4	-	584711	587775	YDR069C	DOA4
4	-	588039	588447	YDR070C	FMP16
4	-	588815	589535	YDR071C	PAA1
4	-	589759	591535	YDR072C	IPT1
4	-	602055	602935	YDR078C	SHU2
4	-	603423	603863	YDR079C-A	TFB5
4	-	607119	610167	YDR081C	PDC2
4	-	613175	614072	YDR084C	TVP23
4	-	614232	616336	YDR085C	AFR1
4	-	616736	617272	YDR086C	SSS1
4	-	617432	618336	YDR087C	RRP1
4	-	624736	626112	YDR090C	YDR090C
4	-	626368	628600	YDR091C	RLI1
4	-	640168	643912	YDR097C	MSH6
4	-	644144	644984	YDR098C	GRX3
4	-	655600	657512	YDR101C	ARX1
4	-	661080	664968	YDR104C	SPO71
4	-	665264	666832	YDR105C	TMS1
4	-	668816	671040	YDR107C	TMN2
4	-	673520	675856	YDR109C	YDR109C
4	-	677984	680000	YDR111C	ALT2
4	-	680472	681728	YDR113C	PDS1
4	-	682624	683624	YDR116C	MRPL1
4	-	683896	685688	YDR117C	TMA64
4	-	691360	693240	YDR120C	TRM1
4	-	698016	699552	YDR123C	INO2
4	-	700256	702736	YDR125C	ECM18
4	-	713200	715400	YDR129C	SAC6
4	-	715456	716640	YDR130C	FIN1
4	-	716768	718552	YDR131C	YDR131C
4	-	718832	720416	YDR132C	YDR132C
4	-	722912	727616	YDR135C	YCF1
4	-	733448	733968	YDR139C	RUB1
4	-	734720	740040	YDR141C	DOP1
4	-	740464	741776	YDR142C	PEX7
4	-	742040	744032	YDR143C	SAN1
4	-	744224	746240	YDR144C	MKC7
4	-	748584	750912	YDR146C	SWI5
4	-	753512	755320	YDR148C	KGD2
4	-	763960	765328	YDR151C	CTH1
4	-	766696	768104	YDR153C	ENT5
4	-	768400	769064	YDR154C, YDR155C	YDR154C, CPR1
4	-	780304	781232	YDR162C	NBP2
4	-	781880	784264	YDR164C	SEC1
4	-	786288	789280	YDR166C	SEC5
4	-	792040	794256	YDR169C	STB3
4	-	796072	802432	YDR170C	SEC7
4	-	810504	811672	YDR173C	ARG82
4	-	813016	814200	YDR175C	RSM24
4	-	818592	819224	YDR179C	CSN9
4	-	825953	827401	YDR181C	SAS4
4	-	830417	831561	YDR183C-A, YDR184C	YDR183C-A, ATC1
4	-	831921	832577	YDR185C	YDR185C
4	-	832745	835585	YDR186C	YDR186C
4	-	840473	842057	YDR190C	RVB1
4	-	843593	844929	YDR192C	NUP42
4	-	845873	847977	YDR194C	MSS116
4	-	850273	851041	YDR196C	YDR196C
4	-	852441	854009	YDR198C	RKM2
4	-	854193	856169	YDR200C	VPS64
4	-	856897	857985	YDR202C	RAV2
4	-	864921	867721	YDR207C	UME6
4	-	899505	903537	YDR217C	RAD9
4	-	914201	914833	YDR224C	HTB1
4	-	921921	923897	YDR228C	PCF11
4	-	926233	926945	YDR231C	COX20
4	-	929345	930417	YDR233C	RTN1
4	-	935201	935921	YDR236C	FMN1
4	-	937641	940857	YDR238C	SEC26
4	-	940977	943465	YDR239C	YDR239C
4	-	943657	945185	YDR240C	SNU56
4	-	946849	950329	YDR243C	PRP28
4	-	957521	958433	YDR248C	YDR248C
4	-	964017	964801	YDR253C	MET32
4	-	966337	967865	YDR255C	RMD5
4	-	967985	969673	YDR256C	CTA1
4	-	969745	971489	YDR257C	SET7
4	-	971769	974305	YDR258C	HSP78
4	-	974625	975993	YDR259C	YAP6
4	-	976313	977273	YDR260C	SWM1
4	-	977417	979281	YDR261C	EXG2
4	-	994057	995769	YDR263C	DIN7
4	-	995769	998441	YDR264C	AKR1
4	-	999993	1002233	YDR266C	YDR266C
4	-	1002345	1003553	YDR267C	CIA1
4	-	1013049	1013745	YDR276C	PMP3
4	-	1014193	1015881	YDR277C	MTH1
4	-	1021737	1022425	YDR281C	PHM6
4	-	1023481	1024761	YDR282C	YDR282C
4	-	1024945	1030281	YDR283C	GCN2
4	-	1030481	1031729	YDR284C	DPP1
4	-	1035153	1035585	YDR286C	YDR286C
4	-	1038121	1039609	YDR289C	RTT103
4	-	1043001	1045161	YDR292C	SRP101
4	-	1045401	1050241	YDR293C	SSD1
4	-	1050425	1052289	YDR294C	DPL1
4	-	1052553	1054905	YDR295C	HDA2
4	-	1058001	1058993	YDR298C	ATP5
4	-	1061425	1062865	YDR300C	PRO1
4	-	1068705	1071689	YDR303C	RSC3
4	-	1071849	1072601	YDR304C	CPR5
4	-	1072689	1073481	YDR305C	HNT2
4	-	1073665	1075217	YDR306C	YDR306C
4	-	1077889	1078497	YDR308C	SRB7
4	-	1078793	1080265	YDR309C	GIC2
4	-	1080937	1084601	YDR310C	SUM1
4	-	1089161	1090137	YDR313C	PIB1
4	-	1090137	1092553	YDR314C	RAD34
4	-	1092681	1093593	YDR315C	IPK1
4	-	1104937	1105929	YDR319C	YDR319C
4	-	1106009	1108177	YDR320C	SWA2
4	-	1108177	1108529	YDR320C-A	DAD4
4	-	1111801	1112329	YDR322C-A	TIM11
4	-	1112329	1114057	YDR323C	PEP7
4	-	1114249	1116729	YDR324C	UTP4
4	-	1120481	1125113	YDR326C	YSP2
4	-	1125177	1126081	YDR328C	SKP1
4	-	1126241	1127625	YDR329C	PEX3
4	-	1132977	1135457	YDR333C	YDR333C
4	-	1147249	1149521	YDR338C	YDR338C
4	-	1149817	1150553	YDR339C	FCF1
4	-	1151617	1153673	YDR341C	YDR341C
4	-	1162785	1164689	YDR345C	HXT3
4	-	1166945	1168857	YDR346C	SVF1
4	-	1170177	1172057	YDR348C	YDR348C
4	-	1172297	1174273	YDR349C	YPS7
4	-	1176009	1178209	YDR350C	ATP22
4	-	1189105	1189729	YDR357C	YDR357C
4	-	1191905	1195153	YDR359C	EAF1
4	-	1195153	1196297	YDR361C	BCP1
4	-	1196521	1198793	YDR362C	TFC6
4	-	1202425	1204225	YDR364C	CDC40
4	-	1204489	1206441	YDR365C	ESF1
4	-	1215017	1217601	YDR369C	XRS2
4	-	1217769	1219105	YDR370C	YDR370C
4	-	1220961	1222449	YDR372C	VPS74
4	-	1225065	1228217	YDR375C	BCS1
4	-	1229089	1229633	YDR378C	LSM6
4	-	1233129	1233553	YDR379C-A	YDR379C-A
4	-	1238137	1239121	YDR381C-A	YDR381C-A
4	-	1239897	1240681	YDR383C	NKP1
4	-	1241041	1242129	YDR384C	ATO3
4	-	1248073	1249953	YDR387C	YDR387C
4	-	1254881	1256881	YDR390C	UBA2
4	-	1257273	1258465	YDR391C	YDR391C
4	-	1266273	1266969	YDR397C	NCB2
4	-	1276577	1277361	YDR404C	RPB7
4	-	1284009	1288009	YDR407C	TRS120
4	-	1288073	1288929	YDR408C	ADE8
4	-	1292321	1293145	YDR410C	STE14
4	-	1293321	1294457	YDR411C	DFM1
4	-	1296985	1298201	YDR415C	YDR415C
4	-	1315033	1317833	YDR422C	SIP1
4	-	1317985	1319233	YDR423C	CAD1
4	-	1319401	1319889	YDR424C	DYN2
4	-	1323401	1324345	YDR428C	YDR428C
4	-	1324345	1325329	YDR429C	TIF35
4	-	1325505	1328537	YDR430C	CYM1
4	-	1332809	1333985	YDR435C	PPM1
4	-	1344225	1345209	YDR441C	APT2
4	-	1345369	1350017	YDR443C	SSN2
4	-	1354769	1355601	YDR447C	RPS17B
4	-	1357441	1358945	YDR449C	UTP6
4	-	1360913	1362225	YDR451C	YHP1
4	-	1365025	1365713	YDR453C	TSA2
4	-	1366153	1366857	YDR454C	GUK1
4	-	1379873	1382089	YDR458C	HEH2
4	-	1382121	1383545	YDR459C	PFA5
4	-	1385361	1385817	YDR461C-A	YDR461C-A
4	-	1393185	1394625	YDR465C	RMT2
4	-	1397913	1398849	YDR468C	TLG1
4	-	1399609	1401297	YDR470C	UGO1
4	-	1404361	1405905	YDR473C	PRP3
4	-	1407361	1410185	YDR475C	JIP4
4	-	1410273	1411177	YDR476C	YDR476C
4	-	1415137	1416913	YDR479C	PEX29
4	-	1418441	1420289	YDR481C	PHO8
4	-	1420353	1420937	YDR482C	CWC21
4	-	1424689	1427217	YDR485C	VPS72
4	-	1427345	1428153	YDR486C	VPS60
4	-	1428305	1429041	YDR487C	RIB3
4	-	1429073	1430801	YDR488C	PAC11
4	-	1431889	1434361	YDR490C	PKH1
4	-	1438081	1441201	YDR495C	VPS3
4	-	1441345	1443433	YDR496C	PUF6
4	-	1443625	1445545	YDR497C	ITR1
4	-	1445761	1447033	YDR498C	SEC20
4	-	1450097	1450881	YDR500C	RPL37B
4	-	1453097	1454497	YDR502C	SAM2
4	-	1454897	1455905	YDR503C	LPP1
4	-	1456065	1459457	YDR504C, YDR505C	SPG3, PSP1
4	-	1459633	1461577	YDR506C	YDR506C
4	-	1462137	1465897	YDR507C	GIN4
4	-	1466241	1468489	YDR508C	GNP1
4	-	1470417	1470825	YDR512C	EMI1
4	-	1471457	1473041	YDR514C	YDR514C
4	-	1474865	1476513	YDR516C	EMI2
4	-	1480961	1483489	YDR520C	YDR520C
4	-	1485681	1487025	YDR523C	SPS1
